2014-02-15 17,5,3,1024,45,7.2,South,Foggy
2014-02-15 18,5,2,1024,48,3.6,NULL,Foggy
12,NULL,-4,NULL,NULL,3,NULL,Cloudy

2014-02-17 17,1,4,1033,17,10.8,South,Sunny
2014-02-17 18,2,1,1033,23,10.8,South,Sunny
2014-02-17 19,2,1,1034,25,7.2,South,Sunny
2014-02-17 20,2,1,1035,30,18,South,Sunny
12,NULL,-4,NULL,NULL,3,NULL,Cloudy

2014-02-18 18,1,0,1028,41,7.2,South,NULL
2014-02-18 19,1,-1,1029,47,3.6,NULL,NULL
2014-02-18 20,2,-2,1029,55,3.6,East,NULL
2014-02-18 21,2,-1,1029,47,7.2,Northeast,NULL
12,NULL,-4,NULL,NULL,3,NULL,Snowy

2014-02-19 12,0,4,1029,21,7.2,Northeast,Sunny
2014-02-19 13,0,5,1028,19,7.2,Northwest,Sunny
2014-02-19 14,0,5,1027,19,3.6,NULL,Sunny
2014-02-19 15,0,6,1027,16,7.2,Northeast,Sunny
12,NULL,-5,NULL,NULL,3,NULL,Sunny

2014-02-20 06,4,-2,1031,80,3.6,NULL,Foggy
2014-02-20 07,4,-2,1031,80,3.6,NULL,Foggy
2014-02-20 08,4,-2,1032,80,3.6,Southeast,Foggy
2014-02-20 09,4,-1,1032,75,7.2,South,Snowy
12,NULL,4,NULL,NULL,3,NULL,Foggy

2014-02-21 14,3,4,1027,49,3.6,NULL,Foggy
2014-02-21 15,4,4,1026,49,7.2,Northeast,Foggy
2014-02-21 16,4,4,1026,45,7.2,East,Foggy
2014-02-21 17,5,3,1026,48,3.6,NULL,Foggy
12,NULL,-2,NULL,NULL,3,NULL,Foggy

2014-02-22 08,5,2,1030,56,7.2,North,Foggy
2014-02-22 09,5,3,1031,52,7.2,Northwest,Foggy
2014-02-22 10,5,3,1031,56,7.2,North,Foggy
2014-02-22 11,5,5,1031,49,3.6,NULL,Foggy
12,NULL,4,NULL,NULL,3,NULL,Foggy

2014-02-23 02,4,2,1032,60,7.2,Southeast,Foggy
2014-02-23 03,4,1,1032,65,7.2,South,Foggy
2014-02-23 04,4,1,1031,60,7.2,South,Foggy
2014-02-23 05,4,1,1031,60,3.6,NULL,Foggy
12,NULL,4,NULL,NULL,3,NULL,Foggy

2014-02-27 00,0,7,1025,31,28.8,Northwest,Sunny
2014-02-27 01,0,5,1026,31,28.8,Northwest,Sunny
2014-02-27 02,0,4,1027,28,25.2,Northwest,Sunny
2014-02-27 03,0,4,1027,24,32.4,Northwest,Sunny
12,NULL,9,NULL,NULL,3.5,North,Sunny

2014-02-27 22,0,0,1028,41,3.6,NULL,Sunny
2014-02-27 23,1,0,1029,32,3.6,NULL,Sunny
2014-02-28 00,1,-2,1028,47,7.2,Northeast,Sunny
2014-02-28 01,1,0,1029,35,10.8,East,Sunny
12,NULL,-3,NULL,NULL,3,NULL,Sunny

2014-02-28 16,2,6,1023,34,3.6,NULL,Sunny
2014-02-28 17,2,6,1023,34,7.2,South,Sunny
2014-02-28 18,1,6,1023,31,7.2,Southwest,NULL
2014-02-28 19,2,4,1023,45,14.4,Northwest,NULL
12,NULL,-2,NULL,NULL,3,NULL,Cloudy

2014-03-01 10,1,7,1026,15,18,Northwest,Sunny
2014-03-01 11,1,8,1025,11,21.6,Northwest,Sunny
2014-03-01 12,0,10,1025,8,21.6,Northwest,Sunny
2014-03-01 13,0,10,1023,8,10.8,West,Sunny
12,NULL,10,NULL,NULL,3,NULL,Sunny

2014-03-02 04,3,-1,1023,75,7.2,Southeast,Sunny
2014-03-02 05,2,-1,1023,69,3.6,NULL,Sunny
2014-03-02 06,2,-1,1023,69,7.2,Southeast,Sunny
2014-03-02 07,3,-1,1024,64,7.2,Southeast,NULL
12,NULL,10,NULL,NULL,3,NULL,Sunny

2014-03-03 01,5,1,1024,65,3.6,NULL,Foggy
2014-03-03 02,4,-1,1024,75,3.6,NULL,Foggy
2014-03-03 03,4,0,1023,75,7.2,South,Foggy
2014-03-03 04,4,-2,1023,74,3.6,NULL,Foggy
12,NULL,6,NULL,NULL,3,NULL,Foggy

2014-03-03 17,5,3,1020,45,10.8,Northwest,Foggy
2014-03-03 18,4,3,1020,48,10.8,North,Foggy
2014-03-03 19,4,3,1021,52,10.8,North,Foggy
2014-03-03 20,4,3,1021,52,10.8,Northwest,Foggy
12,NULL,1,NULL,NULL,3.5,North,Overcast

2014-03-04 09,0,7,1027,15,14.4,Northwest,Sunny
2014-03-04 10,0,7,1028,9,32.4,Northwest,Sunny
2014-03-04 11,0,9,1027,8,21.6,Northwest,Sunny
2014-03-04 12,0,8,1027,9,25.2,Northwest,Sunny
12,NULL,8,NULL,NULL,4.5,North,Sunny

2014-03-05 12,0,7,1028,9,14.4,Southwest,Sunny
2014-03-05 13,0,8,1027,8,18,Southwest,Sunny
2014-03-05 14,0,8,1026,9,21.6,Southwest,Sunny
2014-03-05 15,0,8,1025,9,21.6,Southwest,Sunny
12,NULL,-3,NULL,NULL,3,NULL,Sunny

2014-03-06 04,0,0,1030,15,7.2,Northwest,Sunny
2014-03-06 05,0,-3,1031,22,7.2,Northeast,Sunny
2014-03-06 06,0,-4,1031,20,7.2,North,Sunny
2014-03-06 07,0,-5,1032,24,7.2,North,Sunny
12,NULL,7,NULL,NULL,3,NULL,Sunny

2014-03-06 20,0,4,1028,10,18,South,Sunny
2014-03-06 21,0,4,1028,10,14.4,Southwest,Sunny
2014-03-06 22,1,2,1029,12,10.8,South,Sunny
2014-03-06 23,1,1,1029,25,21.6,South,Sunny
12,NULL,-3,NULL,NULL,3,NULL,Sunny

2014-03-07 19,0,5,1027,11,7.2,South,Sunny
2014-03-07 20,0,5,1028,12,14.4,South,Sunny
2014-03-07 21,1,3,1028,15,3.6,NULL,Sunny
2014-03-07 22,1,4,1028,17,7.2,South,Sunny
12,NULL,-1,NULL,NULL,3,NULL,Overcast

2014-03-08 11,4,5,1024,49,7.2,NULL,Foggy
2014-03-08 12,4,6,1023,42,7.2,NULL,Foggy
2014-03-08 13,4,7,1021,37,10.8,South,NULL
2014-03-08 14,4,9,1020,30,7.2,NULL,NULL
12,NULL,-2,NULL,NULL,3,NULL,Sunny

2014-03-09 03,0,-3,1025,64,3.6,Northeast,Sunny
2014-03-09 04,1,-3,1025,55,3.6,East,Sunny
2014-03-09 05,0,0,1025,55,10.8,Southeast,NULL
2014-03-09 06,2,-2,1026,64,7.2,South,NULL
12,NULL,10,NULL,NULL,3,NULL,Sunny

2014-03-09 19,2,7,1025,25,18,Southeast,NULL
2014-03-09 20,2,5,1026,26,18,Southeast,Sunny
2014-03-09 21,2,4,1027,36,18,Southeast,Sunny
2014-03-09 22,2,2,1028,56,18,Southeast,Sunny
12,NULL,-2,NULL,NULL,3,NULL,Foggy

2014-03-10 17,2,8,1020,32,10.8,Southeast,NULL
2014-03-10 18,2,8,1019,34,10.8,Southeast,NULL
2014-03-10 19,2,6,1019,39,7.2,South,Foggy
2014-03-10 20,3,5,1020,45,0,NULL,Foggy
12,NULL,2,NULL,NULL,3,NULL,Foggy

2014-03-11 19,4,13,1018,15,25.2,Northeast,Sunny
2014-03-11 20,4,11,1020,18,25.2,Northeast,Sunny
2014-03-11 21,1,10,1021,22,32.4,Northeast,Sunny
2014-03-11 22,0,9,1023,27,28.8,Northeast,Sunny
12,NULL,3,NULL,NULL,4.5,North,Rainy

2014-03-12 11,0,8,1028,9,21.6,Northeast,Sunny
2014-03-12 12,0,10,1027,8,14.4,North,Sunny
2014-03-12 13,0,11,1026,7,14.4,North,Sunny
2014-03-12 14,0,10,1025,8,7.2,NULL,Sunny
12,NULL,-2,NULL,NULL,3,NULL,Sunny

2014-03-13 13,0,12,1020,6,10.8,NULL,Sunny
2014-03-13 14,0,12,1019,7,10.8,Southwest,Sunny
2014-03-13 15,0,12,1018,7,18,South,Sunny
2014-03-13 16,0,13,1017,7,21.6,South,Sunny
12,NULL,3,NULL,NULL,3,NULL,Cloudy

2014-03-14 21,1,11,1014,13,14.4,South,Sunny
2014-03-14 22,1,11,1013,15,7.2,South,Sunny
2014-03-14 23,1,11,1013,16,14.4,South,Sunny
2014-03-15 00,1,8,1012,22,7.2,Southeast,Sunny
12,NULL,2,NULL,NULL,3,NULL,Sunny

2014-03-15 13,2,17,1010,13,7.2,NULL,Sunny
2014-03-15 14,2,20,1009,9,7.2,Southeast,Sunny
2014-03-15 15,3,21,1008,9,10.8,Southeast,Sunny
2014-03-15 16,3,22,1008,9,10.8,South,NULL
12,NULL,5,NULL,NULL,3,NULL,Sunny

2014-03-16 05,3,5,1016,36,3.6,NULL,NULL
2014-03-16 06,3,7,1017,27,3.6,NULL,NULL
2014-03-16 07,2,7,1017,27,7.2,South,NULL
2014-03-16 08,2,10,1018,26,0,NULL,NULL
12,NULL,17,NULL,NULL,3,NULL,Sunny

2014-03-16 21,3,11,1013,33,10.8,Southeast,NULL
2014-03-16 22,3,10,1013,35,10.8,Southeast,NULL
2014-03-16 23,3,9,1012,37,3.6,NULL,NULL
2014-03-17 00,3,8,1012,40,3.6,South,NULL
12,NULL,5,NULL,NULL,3.5,North,Cloudy

2014-03-17 14,1,20,1010,12,32.4,West,Sunny
2014-03-17 15,1,21,1010,12,36,Northwest,Sunny
2014-03-17 16,0,21,1010,11,36,Northwest,Sunny
2014-03-17 17,0,20,1011,12,36,Northwest,Sunny
12,NULL,5,NULL,NULL,4.5,North,Sunny

2014-03-21 05,0,4,1023,24,10.8,North,Sunny
2014-03-21 06,0,5,1023,29,7.2,South,Sunny
2014-03-21 07,0,5,1024,31,3.6,NULL,Sunny
2014-03-21 08,0,10,1024,20,3.6,NULL,Sunny
12,NULL,20,NULL,NULL,3,NULL,Sunny

2014-03-22 10,1,18,1018,8,18,Northeast,Sunny
2014-03-22 11,1,21,1018,6,21.6,North,Sunny
2014-03-22 12,1,22,1017,5,18,Northeast,Sunny
2014-03-22 13,1,23,1017,4,18,North,Sunny
12,NULL,23,NULL,NULL,3.5,North,Sunny

2014-03-23 15,1,19,1021,18,14.4,Southeast,Foggy
2014-03-23 16,2,19,1020,19,14.4,Southeast,Foggy
2014-03-23 17,1,18,1019,22,18,Southeast,Foggy
2014-03-23 18,0,17,1019,26,14.4,Southeast,Foggy
12,NULL,6,NULL,NULL,3,NULL,Cloudy

2014-03-30 10,0,21,1017,15,10.8,North,Sunny
2014-03-30 11,1,22,1017,13,7.2,NULL,Sunny
2014-03-30 12,0,24,1016,11,7.2,NULL,Sunny
2014-03-30 13,0,25,1015,9,7.2,NULL,Sunny
12,NULL,24,NULL,NULL,3,NULL,Sunny

2014-04-03 18,0,16,1021,4,14.4,Northeast,Sunny
2014-04-03 19,0,14,1021,4,7.2,South,Sunny
2014-04-03 20,0,12,1022,9,7.2,Southeast,Sunny
2014-04-03 21,0,11,1022,12,7.2,South,Sunny
12,NULL,7,NULL,NULL,3,NULL,Sunny

2014-04-06 02,1,5,1020,49,7.2,North,Sunny
2014-04-06 03,1,5,1020,61,3.6,NULL,Sunny
2014-04-06 04,1,3,1020,65,7.2,North,Sunny
2014-04-06 05,1,4,1020,65,3.6,NULL,Sunny
12,NULL,26,NULL,NULL,3.5,South,Sunny

2014-04-07 16,3,25,1011,13,14.4,South,Sunny
2014-04-07 17,3,24,1011,15,14.4,South,Sunny
2014-04-07 18,2,22,1011,17,10.8,South,NULL
2014-04-07 19,2,19,1011,24,7.2,Southeast,NULL
12,NULL,10,NULL,NULL,3,NULL,Sunny

2014-04-10 18,1,17,1020,19,10.8,Southeast,Sunny
2014-04-10 19,1,15,1020,23,3.6,South,Sunny
2014-04-10 20,1,14,1020,36,3.6,NULL,Sunny
2014-04-10 21,1,15,1021,31,3.6,NULL,Sunny
12,NULL,11,NULL,NULL,3,NULL,Overcast

2014-04-13 06,3,8,1017,66,3.6,East,Foggy
2014-04-13 07,4,9,1018,71,3.6,Northeast,Foggy
2014-04-13 08,3,12,1019,62,7.2,East,Foggy
2014-04-13 09,3,15,1019,51,3.6,NULL,Foggy
12,NULL,23,NULL,NULL,3,NULL,Sunny

2014-04-14 01,4,14,1017,63,7.2,East,Foggy
2014-04-14 02,4,13,1017,67,3.6,NULL,Foggy
2014-04-14 03,4,13,1017,67,7.2,Southeast,Foggy
2014-04-14 04,4,11,1017,76,3.6,Northeast,Foggy
12,NULL,24,NULL,NULL,3.5,South,Foggy

2014-04-15 15,1,20,1019,20,21.6,Southeast,Sunny
2014-04-15 16,1,21,1018,20,18,Southeast,Sunny
2014-04-15 17,1,20,1018,23,14.4,Southeast,Sunny
2014-04-15 18,0,18,1018,24,10.8,South,Sunny
12,NULL,12,NULL,NULL,3,NULL,Overcast

2014-04-16 10,1,18,1016,19,3.6,NULL,Sunny
2014-04-16 11,1,18,1015,15,7.2,Southwest,Sunny
2014-04-16 12,1,19,1014,18,3.6,NULL,Sunny
2014-04-16 13,1,21,1014,14,3.6,NULL,Sunny
12,NULL,21,NULL,NULL,3,NULL,Cloudy

2014-04-17 05,2,12,1011,58,3.6,NULL,Rainy
2014-04-17 06,2,11,1011,71,3.6,NULL,Rainy
2014-04-17 07,2,11,1012,76,7.2,Northeast,Rainy
2014-04-17 08,2,11,1013,76,3.6,NULL,Rainy
12,NULL,17,NULL,NULL,3,NULL,Overcast

2014-04-18 15,4,20,1018,56,10.8,Southeast,Foggy
2014-04-18 16,3,20,1018,56,14.4,Southeast,Foggy
2014-04-18 17,4,19,1018,60,14.4,South,Foggy
2014-04-18 18,4,18,1018,64,18,Southeast,Foggy
12,NULL,12,NULL,NULL,3,NULL,Overcast

2014-04-21 09,1,18,1018,30,7.2,Northeast,Sunny
2014-04-21 10,0,21,1018,21,7.2,NULL,Sunny
2014-04-21 11,0,22,1018,16,7.2,Northeast,Sunny
2014-04-21 12,0,24,1017,14,7.2,Southwest,Sunny
12,NULL,25,NULL,NULL,3,NULL,Sunny

