2014-02-07 20,2,-3,1025,74,10.800000,Southeast,Snowy
2014-02-07 21,2,-4,1025,86,7.200000,Southeast,Snowy
2014-02-07 22,2,-4,1025,86,7.200000,Southeast,Snowy
2014-02-07 23,0.441,0.276,0.282

2014-02-08 18,0,-3,1030,34,21.600000,North,Sunny
2014-02-08 19,0,-3,1031,29,28.800000,North,Sunny
2014-02-08 20,0,-5,1033,33,21.600000,North,Sunny
2014-02-08 21,0,-6,1034,33,21.600000,North,Sunny
2014-02-08 22,0.764,0.130,0.105

2014-02-09 12,0,-3,1037,22,14.400000,North,Sunny
2014-02-09 13,0,-3,1036,22,14.400000,Northwest,Sunny
2014-02-09 14,0,-1,1035,21,10.800000,North,Sunny
2014-02-09 15,0,-1,1034,19,10.800000,Northwest,Sunny
2014-02-09 16,0.766,0.090,0.143

2014-02-11 18,3,-1,1026,34,7.200000,Southwest,NULL
2014-02-11 19,4,-2,1027,43,7.200000,Southeast,NULL
2014-02-11 20,4,-5,1027,54,3.600000,NULL,NULL
2014-02-11 21,4,-5,1028,59,3.600000,NULL,Foggy
2014-02-11 22,0.168,0.156,0.676

2014-02-12 13,0,4,1033,14,7.200000,Southeast,Sunny
2014-02-12 14,0,4,1032,15,7.200000,Southeast,Sunny
2014-02-12 15,1,4,1031,16,7.200000,NULL,Sunny
2014-02-12 16,2,3,1032,17,10.800000,Southwest,Sunny
2014-02-12 17,0.336,0.325,0.339

2014-02-13 07,4,-3,1037,51,10.800000,Southeast,NULL
2014-02-13 08,4,-3,1037,47,10.800000,Southeast,NULL
2014-02-13 09,4,-3,1038,51,7.200000,Southeast,Snowy
2014-02-13 10,4,-3,1038,55,14.400000,Southeast,Snowy
2014-02-13 11,0.314,0.210,0.476

2014-02-14 21,5,-4,1024,74,7.200000,North,Foggy
2014-02-14 22,5,-4,1025,74,3.600000,Northeast,Foggy
2014-02-14 23,5,-4,1025,74,0.000000,NULL,Foggy
2014-02-15 00,5,-5,1025,80,3.600000,North,Foggy
2014-02-15 01,0.255,0.052,0.693

2014-02-15 15,5,4,1023,42,7.200000,Southeast,Foggy
2014-02-15 16,5,4,1023,42,3.600000,NULL,Foggy
2014-02-15 17,5,3,1024,45,7.200000,South,Foggy
2014-02-15 18,5,2,1024,48,3.600000,NULL,Foggy
2014-02-15 19,0.215,0.061,0.724

2014-02-17 17,1,4,1033,17,10.800000,South,Sunny
2014-02-17 18,2,1,1033,23,10.800000,South,Sunny
2014-02-17 19,2,1,1034,25,7.200000,South,Sunny
2014-02-17 20,2,1,1035,30,18.000000,South,Sunny
2014-02-17 21,0.467,0.285,0.249

2014-02-18 18,1,0,1028,41,7.200000,South,NULL
2014-02-18 19,1,-1,1029,47,3.600000,NULL,NULL
2014-02-18 20,2,-2,1029,55,3.600000,East,NULL
2014-02-18 21,2,-1,1029,47,7.200000,Northeast,NULL
2014-02-18 22,0.167,0.344,0.489

2014-02-19 12,0,4,1029,21,7.200000,Northeast,Sunny
2014-02-19 13,0,5,1028,19,7.200000,Northwest,Sunny
2014-02-19 14,0,5,1027,19,3.600000,NULL,Sunny
2014-02-19 15,0,6,1027,16,7.200000,Northeast,Sunny
2014-02-19 16,0.710,0.154,0.136

2014-02-20 06,4,-2,1031,80,3.600000,NULL,Foggy
2014-02-20 07,4,-2,1031,80,3.600000,NULL,Foggy
2014-02-20 08,4,-2,1032,80,3.600000,Southeast,Foggy
2014-02-20 09,4,-1,1032,75,7.200000,South,Snowy
2014-02-20 10,0.194,0.049,0.757

2014-02-21 14,3,4,1027,49,3.600000,NULL,Foggy
2014-02-21 15,4,4,1026,49,7.200000,Northeast,Foggy
2014-02-21 16,4,4,1026,45,7.200000,East,Foggy
2014-02-21 17,5,3,1026,48,3.600000,NULL,Foggy
2014-02-21 18,0.010,0.014,0.976

2014-02-22 08,5,2,1030,56,7.200000,North,Foggy
2014-02-22 09,5,3,1031,52,7.200000,Northwest,Foggy
2014-02-22 10,5,3,1031,56,7.200000,North,Foggy
2014-02-22 11,5,5,1031,49,3.600000,NULL,Foggy
2014-02-22 12,0.070,0.008,0.922

2014-02-23 02,4,2,1032,60,7.200000,Southeast,Foggy
2014-02-23 03,4,1,1032,65,7.200000,South,Foggy
2014-02-23 04,4,1,1031,60,7.200000,South,Foggy
2014-02-23 05,4,1,1031,60,3.600000,NULL,Foggy
2014-02-23 06,0.037,0.009,0.954

2014-02-27 00,0,7,1025,31,28.800000,Northwest,Sunny
2014-02-27 01,0,5,1026,31,28.800000,Northwest,Sunny
2014-02-27 02,0,4,1027,28,25.200000,Northwest,Sunny
2014-02-27 03,0,4,1027,24,32.400000,Northwest,Sunny
2014-02-27 04,0.970,0.025,0.005

2014-02-27 22,0,0,1028,41,3.600000,NULL,Sunny
2014-02-27 23,1,0,1029,32,3.600000,NULL,Sunny
2014-02-28 00,1,-2,1028,47,7.200000,Northeast,Sunny
2014-02-28 01,1,0,1029,35,10.800000,East,Sunny
2014-02-28 02,0.557,0.152,0.291

2014-02-28 16,2,6,1023,34,3.600000,NULL,Sunny
2014-02-28 17,2,6,1023,34,7.200000,South,Sunny
2014-02-28 18,1,6,1023,31,7.200000,Southwest,NULL
2014-02-28 19,2,4,1023,45,14.400000,Northwest,NULL
2014-02-28 20,0.350,0.141,0.510

2014-03-01 10,1,7,1026,15,18.000000,Northwest,Sunny
2014-03-01 11,1,8,1025,11,21.600000,Northwest,Sunny
2014-03-01 12,0,10,1025,8,21.600000,Northwest,Sunny
2014-03-01 13,0,10,1023,8,10.800000,West,Sunny
2014-03-01 14,0.910,0.010,0.080

2014-03-02 04,3,-1,1023,75,7.200000,Southeast,Sunny
2014-03-02 05,2,-1,1023,69,3.600000,NULL,Sunny
2014-03-02 06,2,-1,1023,69,7.200000,Southeast,Sunny
2014-03-02 07,3,-1,1024,64,7.200000,Southeast,NULL
2014-03-02 08,0.344,0.134,0.522

2014-03-03 01,5,1,1024,65,3.600000,NULL,Foggy
2014-03-03 02,4,-1,1024,75,3.600000,NULL,Foggy
2014-03-03 03,4,0,1023,75,7.200000,South,Foggy
2014-03-03 04,4,-2,1023,74,3.600000,NULL,Foggy
2014-03-03 05,0.062,0.072,0.866

2014-03-03 17,5,3,1020,45,10.800000,Northwest,Foggy
2014-03-03 18,4,3,1020,48,10.800000,North,Foggy
2014-03-03 19,4,3,1021,52,10.800000,North,Foggy
2014-03-03 20,4,3,1021,52,10.800000,Northwest,Foggy
2014-03-03 21,0.647,0.091,0.261

2014-03-04 09,0,7,1027,15,14.400000,Northwest,Sunny
2014-03-04 10,0,7,1028,9,32.400000,Northwest,Sunny
2014-03-04 11,0,9,1027,8,21.600000,Northwest,Sunny
2014-03-04 12,0,8,1027,9,25.200000,Northwest,Sunny
2014-03-04 13,0.953,0.027,0.020

2014-03-05 12,0,7,1028,9,14.400000,Southwest,Sunny
2014-03-05 13,0,8,1027,8,18.000000,Southwest,Sunny
2014-03-05 14,0,8,1026,9,21.600000,Southwest,Sunny
2014-03-05 15,0,8,1025,9,21.600000,Southwest,Sunny
2014-03-05 16,0.826,0.077,0.096

2014-03-06 04,0,0,1030,15,7.200000,Northwest,Sunny
2014-03-06 05,0,-3,1031,22,7.200000,Northeast,Sunny
2014-03-06 06,0,-4,1031,20,7.200000,North,Sunny
2014-03-06 07,0,-5,1032,24,7.200000,North,Sunny
2014-03-06 08,0.810,0.094,0.095

2014-03-06 20,0,4,1028,10,18.000000,South,Sunny
2014-03-06 21,0,4,1028,10,14.400000,Southwest,Sunny
2014-03-06 22,1,2,1029,12,10.800000,South,Sunny
2014-03-06 23,1,1,1029,25,21.600000,South,Sunny
2014-03-07 00,0.628,0.181,0.192

2014-03-07 19,0,5,1027,11,7.200000,South,Sunny
2014-03-07 20,0,5,1028,12,14.400000,South,Sunny
2014-03-07 21,1,3,1028,15,3.600000,NULL,Sunny
2014-03-07 22,1,4,1028,17,7.200000,South,Sunny
2014-03-07 23,0.429,0.197,0.374

2014-03-08 11,4,5,1024,49,7.200000,NULL,Foggy
2014-03-08 12,4,6,1023,42,7.200000,NULL,Foggy
2014-03-08 13,4,7,1021,37,10.800000,South,NULL
2014-03-08 14,4,9,1020,30,7.200000,NULL,NULL
2014-03-08 15,0.391,0.154,0.454

2014-03-09 03,0,-3,1025,64,3.600000,Northeast,Sunny
2014-03-09 04,1,-3,1025,55,3.600000,East,Sunny
2014-03-09 05,0,0,1025,55,10.800000,Southeast,NULL
2014-03-09 06,2,-2,1026,64,7.200000,South,NULL
2014-03-09 07,0.439,0.151,0.410

2014-03-09 19,2,7,1025,25,18.000000,Southeast,NULL
2014-03-09 20,2,5,1026,26,18.000000,Southeast,Sunny
2014-03-09 21,2,4,1027,36,18.000000,Southeast,Sunny
2014-03-09 22,2,2,1028,56,18.000000,Southeast,Sunny
2014-03-09 23,0.277,0.141,0.582

2014-03-10 17,2,8,1020,32,10.800000,Southeast,NULL
2014-03-10 18,2,8,1019,34,10.800000,Southeast,NULL
2014-03-10 19,2,6,1019,39,7.200000,South,Foggy
2014-03-10 20,3,5,1020,45,0.000000,NULL,Foggy
2014-03-10 21,0.051,0.035,0.914

2014-03-11 19,4,13,1018,15,25.200000,Northeast,Sunny
2014-03-11 20,4,11,1020,18,25.200000,Northeast,Sunny
2014-03-11 21,1,10,1021,22,32.400000,Northeast,Sunny
2014-03-11 22,0,9,1023,27,28.800000,Northeast,Sunny
2014-03-11 23,0.790,0.061,0.149

2014-03-12 11,0,8,1028,9,21.600000,Northeast,Sunny
2014-03-12 12,0,10,1027,8,14.400000,North,Sunny
2014-03-12 13,0,11,1026,7,14.400000,North,Sunny
2014-03-12 14,0,10,1025,8,7.200000,NULL,Sunny
2014-03-12 15,0.543,0.087,0.369

2014-03-13 13,0,12,1020,6,10.800000,NULL,Sunny
2014-03-13 14,0,12,1019,7,10.800000,Southwest,Sunny
2014-03-13 15,0,12,1018,7,18.000000,South,Sunny
2014-03-13 16,0,13,1017,7,21.600000,South,Sunny
2014-03-13 17,0.423,0.300,0.277

2014-03-14 21,1,11,1014,13,14.400000,South,Sunny
2014-03-14 22,1,11,1013,15,7.200000,South,Sunny
2014-03-14 23,1,11,1013,16,14.400000,South,Sunny
2014-03-15 00,1,8,1012,22,7.200000,Southeast,Sunny
2014-03-15 01,0.425,0.313,0.262

2014-03-15 13,2,17,1010,13,7.200000,NULL,Sunny
2014-03-15 14,2,20,1009,9,7.200000,Southeast,Sunny
2014-03-15 15,3,21,1008,9,10.800000,Southeast,Sunny
2014-03-15 16,3,22,1008,9,10.800000,South,NULL
2014-03-15 17,0.189,0.107,0.705

2014-03-16 05,3,5,1016,36,3.600000,NULL,NULL
2014-03-16 06,3,7,1017,27,3.600000,NULL,NULL
2014-03-16 07,2,7,1017,27,7.200000,South,NULL
2014-03-16 08,2,10,1018,26,0.000000,NULL,NULL
2014-03-16 09,0.301,0.068,0.631

2014-03-16 21,3,11,1013,33,10.800000,Southeast,NULL
2014-03-16 22,3,10,1013,35,10.800000,Southeast,NULL
2014-03-16 23,3,9,1012,37,3.600000,NULL,NULL
2014-03-17 00,3,8,1012,40,3.600000,South,NULL
2014-03-17 01,0.507,0.083,0.410

2014-03-17 14,1,20,1010,12,32.400000,West,Sunny
2014-03-17 15,1,21,1010,12,36.000000,Northwest,Sunny
2014-03-17 16,0,21,1010,11,36.000000,Northwest,Sunny
2014-03-17 17,0,20,1011,12,36.000000,Northwest,Sunny
2014-03-17 18,0.732,0.112,0.156

2014-03-21 05,0,4,1023,24,10.800000,North,Sunny
2014-03-21 06,0,5,1023,29,7.200000,South,Sunny
2014-03-21 07,0,5,1024,31,3.600000,NULL,Sunny
2014-03-21 08,0,10,1024,20,3.600000,NULL,Sunny
2014-03-21 09,0.576,0.138,0.286

2014-03-22 10,1,18,1018,8,18.000000,Northeast,Sunny
2014-03-22 11,1,21,1018,6,21.600000,North,Sunny
2014-03-22 12,1,22,1017,5,18.000000,Northeast,Sunny
2014-03-22 13,1,23,1017,4,18.000000,North,Sunny
2014-03-22 14,0.492,0.176,0.332

2014-03-23 15,1,19,1021,18,14.400000,Southeast,Foggy
2014-03-23 16,2,19,1020,19,14.400000,Southeast,Foggy
2014-03-23 17,1,18,1019,22,18.000000,Southeast,Foggy
2014-03-23 18,0,17,1019,26,14.400000,Southeast,Foggy
2014-03-23 19,0.406,0.185,0.408

2014-03-30 10,0,21,1017,15,10.800000,North,Sunny
2014-03-30 11,1,22,1017,13,7.200000,NULL,Sunny
2014-03-30 12,0,24,1016,11,7.200000,NULL,Sunny
2014-03-30 13,0,25,1015,9,7.200000,NULL,Sunny
2014-03-30 14,0.493,0.127,0.380

2014-04-03 18,0,16,1021,4,14.400000,Northeast,Sunny
2014-04-03 19,0,14,1021,4,7.200000,South,Sunny
2014-04-03 20,0,12,1022,9,7.200000,Southeast,Sunny
2014-04-03 21,0,11,1022,12,7.200000,South,Sunny
2014-04-03 22,0.499,0.214,0.287

2014-04-06 02,1,5,1020,49,7.200000,North,Sunny
2014-04-06 03,1,5,1020,61,3.600000,NULL,Sunny
2014-04-06 04,1,3,1020,65,7.200000,North,Sunny
2014-04-06 05,1,4,1020,65,3.600000,NULL,Sunny
2014-04-06 06,0.650,0.131,0.219

2014-04-07 16,3,25,1011,13,14.400000,South,Sunny
2014-04-07 17,3,24,1011,15,14.400000,South,Sunny
2014-04-07 18,2,22,1011,17,10.800000,South,NULL
2014-04-07 19,2,19,1011,24,7.200000,Southeast,NULL
2014-04-07 20,0.397,0.144,0.459

2014-04-10 18,1,17,1020,19,10.800000,Southeast,Sunny
2014-04-10 19,1,15,1020,23,3.600000,South,Sunny
2014-04-10 20,1,14,1020,36,3.600000,NULL,Sunny
2014-04-10 21,1,15,1021,31,3.600000,NULL,Sunny
2014-04-10 22,0.336,0.343,0.321

2014-04-13 06,3,8,1017,66,3.600000,East,Foggy
2014-04-13 07,4,9,1018,71,3.600000,Northeast,Foggy
2014-04-13 08,3,12,1019,62,7.200000,East,Foggy
2014-04-13 09,3,15,1019,51,3.600000,NULL,Foggy
2014-04-13 10,0.388,0.097,0.515

2014-04-14 01,4,14,1017,63,7.200000,East,Foggy
2014-04-14 02,4,13,1017,67,3.600000,NULL,Foggy
2014-04-14 03,4,13,1017,67,7.200000,Southeast,Foggy
2014-04-14 04,4,11,1017,76,3.600000,Northeast,Foggy
2014-04-14 05,0.212,0.060,0.728

2014-04-15 15,1,20,1019,20,21.600000,Southeast,Sunny
2014-04-15 16,1,21,1018,20,18.000000,Southeast,Sunny
2014-04-15 17,1,20,1018,23,14.400000,Southeast,Sunny
2014-04-15 18,0,18,1018,24,10.800000,South,Sunny
2014-04-15 19,0.422,0.239,0.339

2014-04-16 10,1,18,1016,19,3.600000,NULL,Sunny
2014-04-16 11,1,18,1015,15,7.200000,Southwest,Sunny
2014-04-16 12,1,19,1014,18,3.600000,NULL,Sunny
2014-04-16 13,1,21,1014,14,3.600000,NULL,Sunny
2014-04-16 14,0.357,0.136,0.506

2014-04-17 05,2,12,1011,58,3.600000,NULL,Rainy
2014-04-17 06,2,11,1011,71,3.600000,NULL,Rainy
2014-04-17 07,2,11,1012,76,7.200000,Northeast,Rainy
2014-04-17 08,2,11,1013,76,3.600000,NULL,Rainy
2014-04-17 09,0.214,0.212,0.575

2014-04-18 15,4,20,1018,56,10.800000,Southeast,Foggy
2014-04-18 16,3,20,1018,56,14.400000,Southeast,Foggy
2014-04-18 17,4,19,1018,60,14.400000,South,Foggy
2014-04-18 18,4,18,1018,64,18.000000,Southeast,Foggy
2014-04-18 19,0.239,0.152,0.609

2014-04-21 09,1,18,1018,30,7.200000,Northeast,Sunny
2014-04-21 10,0,21,1018,21,7.200000,NULL,Sunny
2014-04-21 11,0,22,1018,16,7.200000,Northeast,Sunny
2014-04-21 12,0,24,1017,14,7.200000,Southwest,Sunny
2014-04-21 13,0.425,0.255,0.321

